certificate_id,film_name,film_name_full,language,duration_mins,mod_tags,content_tags,type_tags,description,cleaned_description,cut_no,deleted_mins,replaced_mins,inserted_mins,total_modified_time_mins,cert_date,cert_no,category,format,applicant,certifier
100070842500000085,THANDEL,THANDEL (TELUGU WITH ENGLISH SUBTITLE) (Color) (2-D),TELUGU,151.23,insertion; visual_effect; warning_disclaimer,,certificate_disclaimer; scene_visual; technical_meta,Insert disclaimer on CGI animal at 26.46 for entire duration of animal scene (CGI disclaimer inserted),Insert disclaimer on CGI animal at for entire duration of animal scene (CGI disclaimer inserted,3,0,0,0,0,2025-01-31,DIL692025-HYD,Theatrical,Long,"ALLU ARAVIND BABU - HYDERABAD(GEETHA ARTS (A UNIT OF ALLU ENTERTAINMENT LLP)), GAVARA UDAYA SRINIVASU - HYDERABAD(GK PRODUCTION SOLUTIONS PRIVATE LIMITED)","Rahul Gowlikar, RO, CBFC, Hyderabad"
100070842500000085,THANDEL,THANDEL (TELUGU WITH ENGLISH SUBTITLE) (Color) (2-D),TELUGU,151.23,audio_mute; deletion; reduction; visual_censor,group_reference,scene_visual; song_music; technical_meta,"Excise modify the visuals of urination on wall scene by pakistani characters (Make it indicative) at 1.16.40 to 1.17.41, 1.18.00 to 1.18.55, 1.52.32 and reduce duration of Vande Mataram song (Covered with CG, Vande matram song muted, duration reduced)","Excise modify the visuals of urination on wall scene by pakistani characters (Make it indicative) at to , to , and reduce duration of Vande Mataram song (Covered with CG, Vande matram song muted, duration reduced",4,0.333333333333333,0,0,0.33,2025-01-31,DIL692025-HYD,Theatrical,Long,"ALLU ARAVIND BABU - HYDERABAD(GEETHA ARTS (A UNIT OF ALLU ENTERTAINMENT LLP)), GAVARA UDAYA SRINIVASU - HYDERABAD(GK PRODUCTION SOLUTIONS PRIVATE LIMITED)","Rahul Gowlikar, RO, CBFC, Hyderabad"
100070842500000085,THANDEL,THANDEL (TELUGU WITH ENGLISH SUBTITLE) (Color) (2-D),TELUGU,151.23,replacement,,scene_visual,Excisemodify the visuals of breaking leg (make it indicative) at 1.19.39 (modified),Excisemodify the visuals of breaking leg (make it indicative) at (modified,5,0.05,0,0,0.05,2025-01-31,DIL692025-HYD,Theatrical,Long,"ALLU ARAVIND BABU - HYDERABAD(GEETHA ARTS (A UNIT OF ALLU ENTERTAINMENT LLP)), GAVARA UDAYA SRINIVASU - HYDERABAD(GK PRODUCTION SOLUTIONS PRIVATE LIMITED)","Rahul Gowlikar, RO, CBFC, Hyderabad"
100070842500000085,THANDEL,THANDEL (TELUGU WITH ENGLISH SUBTITLE) (Color) (2-D),TELUGU,151.23,replacement,,,"Submit documentary evidence on content related to Late Smt. Sushma Swaraj, Smt. Bansuri Swaraj shown in the film including photos, names in CG and name plates (Modified, NOC by Ms Bansuri Swaraj Submitted)","Submit documentary evidence on content related to Late Smt. Sushma Swaraj, Smt. Bansuri Swaraj shown in the film including photos, names in CG and name plates (Modified, NOC by Ms Bansuri Swaraj Submitted",6,0,0,0,0,2025-01-31,DIL692025-HYD,Theatrical,Long,"ALLU ARAVIND BABU - HYDERABAD(GEETHA ARTS (A UNIT OF ALLU ENTERTAINMENT LLP)), GAVARA UDAYA SRINIVASU - HYDERABAD(GK PRODUCTION SOLUTIONS PRIVATE LIMITED)","Rahul Gowlikar, RO, CBFC, Hyderabad"
100070842500000085,THANDEL,THANDEL (TELUGU WITH ENGLISH SUBTITLE) (Color) (2-D),TELUGU,151.23,audio_mute; translation,religious,dialogue_speech; text_title,ExciseMute the word Durga Bhavani Trishul in audio and in subtitle text at 1.27.50 (muted with change in subtitle text),ExciseMute the word Durga Bhavani Trishul in audio and in subtitle text at (muted with change in subtitle text,7,0.0333333333333333,0,0,0.03,2025-01-31,DIL692025-HYD,Theatrical,Long,"ALLU ARAVIND BABU - HYDERABAD(GEETHA ARTS (A UNIT OF ALLU ENTERTAINMENT LLP)), GAVARA UDAYA SRINIVASU - HYDERABAD(GK PRODUCTION SOLUTIONS PRIVATE LIMITED)","Rahul Gowlikar, RO, CBFC, Hyderabad"
100070842500000085,THANDEL,THANDEL (TELUGU WITH ENGLISH SUBTITLE) (Color) (2-D),TELUGU,151.23,reduction; visual_censor,,scene_visual; technical_meta,"Excisereduce visuals of circumcision (Make it indicative) at TCR 1.30.59 to 1.32.50 (covered with CG, duration reduced)","Excisereduce visuals of circumcision (Make it indicative) at TCR to (covered with CG, duration reduced",8,0.0333333333333333,0,0,0.03,2025-01-31,DIL692025-HYD,Theatrical,Long,"ALLU ARAVIND BABU - HYDERABAD(GEETHA ARTS (A UNIT OF ALLU ENTERTAINMENT LLP)), GAVARA UDAYA SRINIVASU - HYDERABAD(GK PRODUCTION SOLUTIONS PRIVATE LIMITED)","Rahul Gowlikar, RO, CBFC, Hyderabad"
100070842500000085,THANDEL,THANDEL (TELUGU WITH ENGLISH SUBTITLE) (Color) (2-D),TELUGU,151.23,visual_censor,,scene_visual,Excisemodify the visuals of burning effigy at 1.41.30 (covered with CG),Excisemodify the visuals of burning effigy at (covered with CG,9,0,0,0,0,2025-01-31,DIL692025-HYD,Theatrical,Long,"ALLU ARAVIND BABU - HYDERABAD(GEETHA ARTS (A UNIT OF ALLU ENTERTAINMENT LLP)), GAVARA UDAYA SRINIVASU - HYDERABAD(GK PRODUCTION SOLUTIONS PRIVATE LIMITED)","Rahul Gowlikar, RO, CBFC, Hyderabad"
100070842500000085,THANDEL,THANDEL (TELUGU WITH ENGLISH SUBTITLE) (Color) (2-D),TELUGU,151.23,audio_mute; translation,,dialogue_speech; text_title,ExciseMute the word Harami along with subtitle text at 1.42.25 (muted with change in subtitle text),ExciseMute the word Harami along with subtitle text at (muted with change in subtitle text,10,0,0,0,0,2025-01-31,DIL692025-HYD,Theatrical,Long,"ALLU ARAVIND BABU - HYDERABAD(GEETHA ARTS (A UNIT OF ALLU ENTERTAINMENT LLP)), GAVARA UDAYA SRINIVASU - HYDERABAD(GK PRODUCTION SOLUTIONS PRIVATE LIMITED)","Rahul Gowlikar, RO, CBFC, Hyderabad"
100070842500000085,THANDEL,THANDEL (TELUGU WITH ENGLISH SUBTITLE) (Color) (2-D),TELUGU,151.23,audio_mute; deletion; translation,,dialogue_speech; text_title,Excise the dialogue at Sc no.62 Mee Bharatha ...to... Kadugutham along with subtitle text (muted with change in subtitle text),Excise the dialogue at Mee Bharatha ...to... Kadugutham along with subtitle text (muted with change in subtitle text,11,0,0,0,0,2025-01-31,DIL692025-HYD,Theatrical,Long,"ALLU ARAVIND BABU - HYDERABAD(GEETHA ARTS (A UNIT OF ALLU ENTERTAINMENT LLP)), GAVARA UDAYA SRINIVASU - HYDERABAD(GK PRODUCTION SOLUTIONS PRIVATE LIMITED)","Rahul Gowlikar, RO, CBFC, Hyderabad"
100070842500000085,THANDEL,THANDEL (TELUGU WITH ENGLISH SUBTITLE) (Color) (2-D),TELUGU,151.23,deletion; reduction; visual_censor,political; violence_physical,scene_visual; technical_meta,"Excise the visuals related to National flag (On ground, burning, putting in pocket, use as weapon etc) at 1.54.00 to 1.58.00 (Sc no.62) (Flag visuals reduced, Duration reduced, covered with CG)","Excise the visuals related to National flag (On ground, burning, putting in pocket, use as weapon etc) at to () (Flag visuals reduced, Duration reduced, covered with CG",12,0.166666666666667,0,0,0.17,2025-01-31,DIL692025-HYD,Theatrical,Long,"ALLU ARAVIND BABU - HYDERABAD(GEETHA ARTS (A UNIT OF ALLU ENTERTAINMENT LLP)), GAVARA UDAYA SRINIVASU - HYDERABAD(GK PRODUCTION SOLUTIONS PRIVATE LIMITED)","Rahul Gowlikar, RO, CBFC, Hyderabad"
100070842500000085,THANDEL,THANDEL (TELUGU WITH ENGLISH SUBTITLE) (Color) (2-D),TELUGU,151.23,audio_mute; translation,profanity,dialogue_speech; text_title,ExciseMute the word Madarchod along with subtitle text at 1.58.10 (muted with change in subtitle text),ExciseMute the word Madarchod along with subtitle text at (muted with change in subtitle text,13,0,0,0,0,2025-01-31,DIL692025-HYD,Theatrical,Long,"ALLU ARAVIND BABU - HYDERABAD(GEETHA ARTS (A UNIT OF ALLU ENTERTAINMENT LLP)), GAVARA UDAYA SRINIVASU - HYDERABAD(GK PRODUCTION SOLUTIONS PRIVATE LIMITED)","Rahul Gowlikar, RO, CBFC, Hyderabad"
100070842500000085,THANDEL,THANDEL (TELUGU WITH ENGLISH SUBTITLE) (Color) (2-D),TELUGU,151.23,replacement,,dialogue_speech,Excisemodify the dialogue Intha emergency... to... Okari Valle avthundi at Sc no.67 (modified),Excisemodify the dialogue Intha emergency... to... Okari Valle avthundi at (modified,14,0.133333333333333,0,0,0.13,2025-01-31,DIL692025-HYD,Theatrical,Long,"ALLU ARAVIND BABU - HYDERABAD(GEETHA ARTS (A UNIT OF ALLU ENTERTAINMENT LLP)), GAVARA UDAYA SRINIVASU - HYDERABAD(GK PRODUCTION SOLUTIONS PRIVATE LIMITED)","Rahul Gowlikar, RO, CBFC, Hyderabad"
100070842500000085,THANDEL,THANDEL (TELUGU WITH ENGLISH SUBTITLE) (Color) (2-D),TELUGU,151.23,,,text_title,Submit script with changes including subtitles. (highlight the changes) (submitted),Submit script with changes including subtitles. (highlight the changes) (submitted,15,0,0,0,0,2025-01-31,DIL692025-HYD,Theatrical,Long,"ALLU ARAVIND BABU - HYDERABAD(GEETHA ARTS (A UNIT OF ALLU ENTERTAINMENT LLP)), GAVARA UDAYA SRINIVASU - HYDERABAD(GK PRODUCTION SOLUTIONS PRIVATE LIMITED)","Rahul Gowlikar, RO, CBFC, Hyderabad"
100070842500000085,THANDEL,THANDEL (TELUGU WITH ENGLISH SUBTITLE) (Color) (2-D),TELUGU,151.23,insertion,,text_title,Insert rolling titles and end credits as per script. (inserted),Insert rolling titles and end credits as per script. (inserted,16,0,0,0,0,2025-01-31,DIL692025-HYD,Theatrical,Long,"ALLU ARAVIND BABU - HYDERABAD(GEETHA ARTS (A UNIT OF ALLU ENTERTAINMENT LLP)), GAVARA UDAYA SRINIVASU - HYDERABAD(GK PRODUCTION SOLUTIONS PRIVATE LIMITED)","Rahul Gowlikar, RO, CBFC, Hyderabad"
100010842400007796,EL GALLO,EL GALLO (DUBBED) (TAMIL) (Color) (2-D),Tamil,75.2,replacement; warning_disclaimer,group_reference; substance_use,certificate_disclaimer,Replaced old health spot with new anti-smokinganti-tobacco health spots in Tamil in the beginning of the film.,Replaced old health spot with new anti-smokinganti-tobacco health spots in Tamil in the beginning of the film,1,0,0,0,0,2025-01-30,VFL7212025-MUM,Video,Long,Premraj Achari (E.O.),"Mahesh Kumar, RO, CBFC, Mumbai"
100010842400007796,EL GALLO,EL GALLO (DUBBED) (TAMIL) (Color) (2-D),Tamil,75.2,insertion,group_reference; substance_use,certificate_disclaimer,Inserted anti-smokinganti-tobacco health spots in Tamil in the middle of the film.,Inserted anti-smokinganti-tobacco health spots in Tamil in the middle of the film,2,0,1,0,1,2025-01-30,VFL7212025-MUM,Video,Long,Premraj Achari (E.O.),"Mahesh Kumar, RO, CBFC, Mumbai"
100010842400007796,EL GALLO,EL GALLO (DUBBED) (TAMIL) (Color) (2-D),Tamil,75.2,insertion; warning_disclaimer,group_reference; substance_use,certificate_disclaimer,Inserted anti-drug disclaimer in Tamil in the beginning of the film.,Inserted anti-drug disclaimer in Tamil in the beginning of the film,3,0,0.166666666666667,0,0.17,2025-01-30,VFL7212025-MUM,Video,Long,Premraj Achari (E.O.),"Mahesh Kumar, RO, CBFC, Mumbai"
100010842400007796,EL GALLO,EL GALLO (DUBBED) (TAMIL) (Color) (2-D),Tamil,75.2,overlay; warning_disclaimer,group_reference,technical_meta; text_title,Superimposed anti-smoking static message in Tamil at TCR-00:06:47:00,Superimposed anti-smoking static message in Tamil at,4,0,0,0,0,2025-01-30,VFL7212025-MUM,Video,Long,Premraj Achari (E.O.),"Mahesh Kumar, RO, CBFC, Mumbai"
100010842400007796,EL GALLO,EL GALLO (DUBBED) (TAMIL) (Color) (2-D),Tamil,75.2,,group_reference,text_title,Provided Title and Credits in Tamil,Provided Title and Credits in Tamil,5,0,0,0,0,2025-01-30,VFL7212025-MUM,Video,Long,Premraj Achari (E.O.),"Mahesh Kumar, RO, CBFC, Mumbai"
100010842400007796,EL GALLO,EL GALLO (DUBBED) (TAMIL) (Color) (2-D),Tamil,75.2,visual_blur,substance_brand; substance_use,brand_logo,Blurred liquor brand labels,Blurred liquor brand labels,6,0,0,0,0,2025-01-30,VFL7212025-MUM,Video,Long,Premraj Achari (E.O.),"Mahesh Kumar, RO, CBFC, Mumbai"
100010842400007796,EL GALLO,EL GALLO (DUBBED) (TAMIL) (Color) (2-D),Tamil,75.2,replacement; spacing,,technical_meta; text_title,Replaced blank space at the end with end credits TCR-01:11:04:00 to 01:13:00:00,Replaced blank space at the end with end credits to,7,0,0,0,0,2025-01-30,VFL7212025-MUM,Video,Long,Premraj Achari (E.O.),"Mahesh Kumar, RO, CBFC, Mumbai"
100010842400008277,SWORD OF THE ASSASSIN,SWORD OF THE ASSASSIN (TAMIL) (Color) (2-D),Tamil,100.33,insertion; warning_disclaimer,group_reference; violence_physical,certificate_disclaimer; scene_visual,Inserted disclaimer in Tamil for dangerous action content,Inserted disclaimer in Tamil for dangerous action content,1,0,0.166666666666667,0,0.17,2025-01-30,VFL6242025-MUM,Video,Long,Premraj Achari (E.O.),"Mahesh Kumar, RO, CBFC, Mumbai"
100010842400008277,SWORD OF THE ASSASSIN,SWORD OF THE ASSASSIN (TAMIL) (Color) (2-D),Tamil,100.33,replacement,,technical_meta; text_title,Corrected English Title at TCR-00:04:35:00,Corrected English Title at,2,0,0,0,0,2025-01-30,VFL6242025-MUM,Video,Long,Premraj Achari (E.O.),"Mahesh Kumar, RO, CBFC, Mumbai"
100010842400008972,HITLER,HITLER (HINDI) (Color) (2-D),Hindi,95.45,deletion,,scene_visual; song_music,Deleted the visuals of Song 1 00.37.07 to 00.40.34,Deleted the visuals of Song to,1,3.46666666666667,0,0,3.47,2025-01-30,VIL782025-BAN,Video,Long,N LOHITH - HASSAN(MS GAANASHIVA MOVIES),"YASHWANT SHEHNAI, RO, CBFC, Bangalore"
100030842400002648,KTM,KTM (TAMIL) (Color) (2-D),Tamil,149.49,insertion; replacement; spacing,,,Insert PSA films full screen in the beginning and after the interval - MODIFIED,Insert PSA films full screen in the beginning and after the interval - MODIFIED,1,0,0,0,0,2025-01-30,VIL772025-BAN,Video,Long,Vinay Kumar H - Bengaluru Urban (Ms Mahasimha Movies),"YASHWANT SHEHNAI, RO, CBFC, Bangalore"
100030842400002648,KTM,KTM (TAMIL) (Color) (2-D),Tamil,149.49,audio_mute; deletion,,dialogue_speech; text_title,Mute the word loafer and delete in subtitles at 28:06 - MUTED,Mute the word loafer and delete in subtitles at - MUTED,2,0,0,0,0,2025-01-30,VIL772025-BAN,Video,Long,Vinay Kumar H - Bengaluru Urban (Ms Mahasimha Movies),"YASHWANT SHEHNAI, RO, CBFC, Bangalore"
100030842400002648,KTM,KTM (TAMIL) (Color) (2-D),Tamil,149.49,insertion; translation; warning_disclaimer,,certificate_disclaimer; text_title,Insert drinks statutory warning card in the language of the film at 1:30:11 - INSERTED,Insert drinks statutory warning card in the language of the film at - INSERTED,3,0,0,0,0,2025-01-30,VIL772025-BAN,Video,Long,Vinay Kumar H - Bengaluru Urban (Ms Mahasimha Movies),"YASHWANT SHEHNAI, RO, CBFC, Bangalore"
100030842400002648,KTM,KTM (TAMIL) (Color) (2-D),Tamil,149.49,deletion,,scene_visual,"submit NOC from AWBI or delete animal shots at 2:00:27, 2:17:37, 2:19:53 - SUBMITTED","submit NOC from AWBI or delete animal shots at , , - SUBMITTED",4,0,0,0,0,2025-01-30,VIL772025-BAN,Video,Long,Vinay Kumar H - Bengaluru Urban (Ms Mahasimha Movies),"YASHWANT SHEHNAI, RO, CBFC, Bangalore"
100050842400001319,MUZZLE,MUZZLE (ENGLISH) (Color) (2-D),ENGLISH,96.58,audio_mute,profanity,dialogue_speech; technical_meta,"1) Muted Word Fuck at Tcr : 02:12, 02:17, 05:55, 05:56, 08:11, 11:37, 18:07, 18:31, 21:17, 26:07, 33:16, 40:07, 41:18, 44:04, 50:32, 50:48, 59:56, 01:00:52, 01:10:32, 01:11:32, 01:13:04, 01:16:07, 01:16:13, 01:18:04, 01:19:36, 01:28:02 2) Son of a","Muted Word Fuck at Tcr : , , , , , , , , , , , , , , , , , , , , , , , , , ) Son of a",1,0,0,0,0,2025-01-30,VFL7232025-MUM,Video,Long,"qr-redirect-endorsment  width: 98; float: left; padding: 1;  .endorsementHeading  width: 100; float: left; text-align: center; background: 555; color: fff; font-weight: bold; padding: 6px 0; margin-top: 10px; border-radius: 3px;  qr-redirect-endorsment div  width: 100; float: left; margin: 5px 0;  qr-redirect-endorsment table, qr-redirect-endorsment td, qr-redirect-endorsment th  border: 1px solid 888; text-align: left;  qr-redirect-endorsment table  border-collapse: collapse; width: 100;  qr-redirect-endorsment th, qr-redirect-endorsment td  padding: 5px; font-size: 12px;  EndorsementFile No. : CA011012202400435Film Name : MUZZLE (ENGLISH) (Color) (2-D)Applied Running Time : 096.58 MM.SS Cert No. VFL7232025-MUM Dated 30012025Voluntary Deletions at the time of revised application Duration (MM.SS)Cut No.DescriptionDeletedReplacedInserted11) Muted Word Fuck at Tcr : 02:12, 02:17, 05:55, 05:56, 08:11, 11:37, 18:07, 18:31, 21:17, 26:07, 33:16, 40:07, 41:18, 44:04, 50:32, 50:48, 59:56, 01:00:52, 01:10:32, 01:11:32, 01:13:04, 01:16:07, 01:16:13, 01:18:04, 01:19:36, 01:28:02 2) Son of a 00.0000.0000.00Total : 00.0000.0000.00Actual Duration of the film after the aforesaid deletions and replacements will be 096.58 MM.SS in 0 cassette(s).","Mahesh Kumar, RO, CBFC, Mumbai"
100010842400007865,THE DUNES,THE DUNES (DUBBED) (TAMIL) (Color) (2-D),Tamil,92.25,insertion; overlay; translation,,text_title,Inserted credit title title end scrolls in applied language.,Inserted credit title title end scrolls in applied language,1,0,0,0,0,2025-01-29,VFL6232025-MUM,Video,Long,Nagaraj P Revankar (E.O.),"Mahesh Kumar, RO, CBFC, Mumbai"
100010842400008557,THE PURSUIT OF HAPPYNESS,THE PURSUIT OF HAPPYNESS (HINDI) (Color) (2-D),Hindi,113,overlay; warning_disclaimer,substance_use,technical_meta; text_title,"Superimposed anti-smoking and anti-liquor static messages at TCR-00:56:25:00, 01:42:02:00",Superimposed anti-smoking and anti-liquor static messages at,1,0,0,0,0,2025-01-29,VFL532025-MUM,Video,Long,Premraj Achari (E.O.),"Mahesh Kumar, RO, CBFC, Mumbai"
100010842400008557,THE PURSUIT OF HAPPYNESS,THE PURSUIT OF HAPPYNESS (HINDI) (Color) (2-D),Hindi,113,visual_blur,sexual_explicit,dialogue_speech; scene_visual; technical_meta,Blurred obscene words at TCR-00:05:39:00 and 00:39:36:00,Blurred obscene words at and,2,0,0,0,0,2025-01-29,VFL532025-MUM,Video,Long,Premraj Achari (E.O.),"Mahesh Kumar, RO, CBFC, Mumbai"
