id,certificate_id,movie_name,language,duration_secs,description,cleaned_description,cut_no,deleted_secs,replaced_secs,inserted_secs,total_modified_time_secs,cert_date,cert_no,applicant,certifier,rating,cbfc_file_no
100030292500000530,100030842500000401,YAMAN KATTALAI,Tamil,7180.0,"Muted the words Naadhaari, Paradesi and Replaced the words Sandaala, Sandaali in TC 23:39,47:00,57:50,58:50,59:50,01:27:10 and also wherever it occurs.",,1,0.0,0.0,0.0,0.0,2025-03-14,DIL1152025-Che,A Muthukrishnan (E.O.),"D BALAMURALI, RO, CBFC, Chennai",U,CA031902202500024
100030292500000557,100030842500000576,YAAMAN,Tamil,7758.0,"The spelling mistakes to be corrected in the Health advisory (twenty seconds), wherever it occurs and submit the same for verification. - Corrected and Verified: (No change in duration)",,2,0.0,0.0,0.0,0.0,2025-03-21,DIL7292025-Che,A Muthukrishnan (E.O.),"D BALAMURALI, RO, CBFC, Chennai",UA 16+,CA031503202500010
100030292500000557,100030842500000576,YAAMAN,Tamil,7758.0,Muted the word Connection in TC 13:22.,,1,0.0,0.0,0.0,0.0,2025-03-21,DIL7292025-Che,A Muthukrishnan (E.O.),"D BALAMURALI, RO, CBFC, Chennai",UA 16+,CA031503202500010
100010292500001828,100010842500000103,WRONG PLACE,English,5906.0,ADDED COMPANY LOGO,,3,0.0,0.0,10.0,10.0,,VFL7782025-MUM,Nagaraj P Revankar (E.O.),"Rajendra Singh, CEO, CBFC, Mumbai",UA 16+,CA010801202500026
100010292500001828,100010842500000103,WRONG PLACE,English,5906.0,ADDED SMOKING DISCLAIMER,,2,0.0,0.0,127.0,127.0,,VFL7782025-MUM,Nagaraj P Revankar (E.O.),"Rajendra Singh, CEO, CBFC, Mumbai",UA 16+,CA010801202500026
100010292500001828,100010842500000103,WRONG PLACE,English,5906.0,ADDED SPACE FOR DISPLAYING CENSOR CERTIFICATE,,1,0.0,0.0,10.0,10.0,,VFL7782025-MUM,Nagaraj P Revankar (E.O.),"Rajendra Singh, CEO, CBFC, Mumbai",UA 16+,CA010801202500026
100070292500000158,100070842500000073,"""W/O ANIRVESH""",Telugu,5882.0,Submit script with changes (highlight the changes) (ok),,13,0.0,0.0,0.0,0.0,2025-02-21,DIL372025-HYD,MERUGU VENKATESWARLU - HYDERABAD(MS GAJENDRA PRODUCTIONS),"Rahul Gowlikar, RO, CBFC, Hyderabad",A,CA071501202500034
100070292500000158,100070842500000073,"""W/O ANIRVESH""",Telugu,5882.0,Increase the font size of statutory warnings on smokingalcohol (wherever they occurs). (increased),,12,0.0,0.0,0.0,0.0,2025-02-21,DIL372025-HYD,MERUGU VENKATESWARLU - HYDERABAD(MS GAJENDRA PRODUCTIONS),"Rahul Gowlikar, RO, CBFC, Hyderabad",A,CA071501202500034
100070292500000158,100070842500000073,"""W/O ANIRVESH""",Telugu,5882.0,"Excise the reference to Sita, Hanuman, Krishna along with subtitle text in Sc no.44 (muted)",,11,0.0,0.0,0.0,0.0,2025-02-21,DIL372025-HYD,MERUGU VENKATESWARLU - HYDERABAD(MS GAJENDRA PRODUCTIONS),"Rahul Gowlikar, RO, CBFC, Hyderabad",A,CA071501202500034
100070292500000158,100070842500000073,"""W/O ANIRVESH""",Telugu,5882.0,Delete reference to Nirbhaya along with subtitle text at 1.35.20 (muted),,10,0.0,0.0,0.0,0.0,2025-02-21,DIL372025-HYD,MERUGU VENKATESWARLU - HYDERABAD(MS GAJENDRA PRODUCTIONS),"Rahul Gowlikar, RO, CBFC, Hyderabad",A,CA071501202500034
100070292500000158,100070842500000073,"""W/O ANIRVESH""",Telugu,5882.0,Excise the dialogue Okko adadaani...to....thelusa along with subtitle text in Sc no.42 (muted),,9,0.0,0.0,0.0,0.0,2025-02-21,DIL372025-HYD,MERUGU VENKATESWARLU - HYDERABAD(MS GAJENDRA PRODUCTIONS),"Rahul Gowlikar, RO, CBFC, Hyderabad",A,CA071501202500034
100070292500000158,100070842500000073,"""W/O ANIRVESH""",Telugu,5882.0,Excise the subtitle text Rod in ass at 1.18.30 (deleted),,8,0.0,0.0,0.0,0.0,2025-02-21,DIL372025-HYD,MERUGU VENKATESWARLU - HYDERABAD(MS GAJENDRA PRODUCTIONS),"Rahul Gowlikar, RO, CBFC, Hyderabad",A,CA071501202500034
100070292500000158,100070842500000073,"""W/O ANIRVESH""",Telugu,5882.0,Excisesuitably modify close up shots of intimate scenes wherever it occurs. (excised),,7,28.0,28.0,0.0,56.0,2025-02-21,DIL372025-HYD,MERUGU VENKATESWARLU - HYDERABAD(MS GAJENDRA PRODUCTIONS),"Rahul Gowlikar, RO, CBFC, Hyderabad",A,CA071501202500034
100070292500000158,100070842500000073,"""W/O ANIRVESH""",Telugu,5882.0,Reduce the scene no.21 by 50 including visuals. (reduced),,6,158.0,88.0,0.0,246.0,2025-02-21,DIL372025-HYD,MERUGU VENKATESWARLU - HYDERABAD(MS GAJENDRA PRODUCTIONS),"Rahul Gowlikar, RO, CBFC, Hyderabad",A,CA071501202500034
100070292500000158,100070842500000073,"""W/O ANIRVESH""",Telugu,5882.0,Reduce visuals of women tied to a flash at 46.13 (reduced),,5,11.0,11.0,0.0,22.0,2025-02-21,DIL372025-HYD,MERUGU VENKATESWARLU - HYDERABAD(MS GAJENDRA PRODUCTIONS),"Rahul Gowlikar, RO, CBFC, Hyderabad",A,CA071501202500034
100070292500000158,100070842500000073,"""W/O ANIRVESH""",Telugu,5882.0,Excise the dialogue Prati Apartment lo...to...untaru sir along with subtitle text in Sc no.18 (muted),,4,0.0,0.0,0.0,0.0,2025-02-21,DIL372025-HYD,MERUGU VENKATESWARLU - HYDERABAD(MS GAJENDRA PRODUCTIONS),"Rahul Gowlikar, RO, CBFC, Hyderabad",A,CA071501202500034
100070292500000158,100070842500000073,"""W/O ANIRVESH""",Telugu,5882.0,Excise the visuals of diaper at 33.13 (modifiedzoomed),,3,0.0,0.0,0.0,0.0,2025-02-21,DIL372025-HYD,MERUGU VENKATESWARLU - HYDERABAD(MS GAJENDRA PRODUCTIONS),"Rahul Gowlikar, RO, CBFC, Hyderabad",A,CA071501202500034
100070292500000158,100070842500000073,"""W/O ANIRVESH""",Telugu,5882.0,Excise the dialogue Ippudu a dead body ...to...enti along with subtitle text in Sc no.3 (muted),,2,0.0,0.0,0.0,0.0,2025-02-21,DIL372025-HYD,MERUGU VENKATESWARLU - HYDERABAD(MS GAJENDRA PRODUCTIONS),"Rahul Gowlikar, RO, CBFC, Hyderabad",A,CA071501202500034
100070292500000158,100070842500000073,"""W/O ANIRVESH""",Telugu,5882.0,"Excise the word Kama Pisachi at 11.30  Mundaki at 13.18, 36.20 Lanja kodaka at 16.01 Vadina in scene no.22 (multiple times) Peekuttunaru at 1.11.20 (Wherever they occurs) along with subtitle text. (muted)",,1,0.0,0.0,0.0,0.0,2025-02-21,DIL372025-HYD,MERUGU VENKATESWARLU - HYDERABAD(MS GAJENDRA PRODUCTIONS),"Rahul Gowlikar, RO, CBFC, Hyderabad",A,CA071501202500034
100010292500001177,100010842400008870,WIDOWS SHADOW,Hindi,4926.0,"Modified the visuals of felicitating, with alternate visuals.",,12,0.0,0.0,0.0,0.0,,DIL3102025-MUM,T S Nagabharna (P.O.),"Rajendra Singh, CEO, CBFC, Mumbai",A,CA011511202400252
100010292500001177,100010842400008870,WIDOWS SHADOW,Hindi,4926.0,Muted the derogatory words used in reference to community.,,11,0.0,0.0,0.0,0.0,,DIL3102025-MUM,T S Nagabharna (P.O.),"Rajendra Singh, CEO, CBFC, Mumbai",A,CA011511202400252
100010292500001177,100010842400008870,WIDOWS SHADOW,Hindi,4926.0,Reduced the intimate scene by 50,,10,0.0,0.0,0.0,0.0,,DIL3102025-MUM,T S Nagabharna (P.O.),"Rajendra Singh, CEO, CBFC, Mumbai",A,CA011511202400252
100010292500001177,100010842400008870,WIDOWS SHADOW,Hindi,4926.0,Muted the dialogue Uska Patta .. Ayega.,,9,0.0,0.0,0.0,0.0,,DIL3102025-MUM,T S Nagabharna (P.O.),"Rajendra Singh, CEO, CBFC, Mumbai",A,CA011511202400252
100010292500001177,100010842400008870,WIDOWS SHADOW,Hindi,4926.0,Blurred the visuals of religious imagery. sacred thread.,,8,0.0,0.0,0.0,0.0,,DIL3102025-MUM,T S Nagabharna (P.O.),"Rajendra Singh, CEO, CBFC, Mumbai",A,CA011511202400252
100010292500001177,100010842400008870,WIDOWS SHADOW,Hindi,4926.0,Reduced the abortion visuals,,7,0.0,0.0,0.0,0.0,,DIL3102025-MUM,T S Nagabharna (P.O.),"Rajendra Singh, CEO, CBFC, Mumbai",A,CA011511202400252
100010292500001177,100010842400008870,WIDOWS SHADOW,Hindi,4926.0,Muted the dialogue in reference to religious sentiments.,,6,0.0,0.0,0.0,0.0,,DIL3102025-MUM,T S Nagabharna (P.O.),"Rajendra Singh, CEO, CBFC, Mumbai",A,CA011511202400252
100010292500001177,100010842400008870,WIDOWS SHADOW,Hindi,4926.0,Muted the song played on radio.,,5,0.0,0.0,0.0,0.0,,DIL3102025-MUM,T S Nagabharna (P.O.),"Rajendra Singh, CEO, CBFC, Mumbai",A,CA011511202400252
100010292500001177,100010842400008870,WIDOWS SHADOW,Hindi,4926.0,Replaced all visuals and audio related to culture- with due diligent and sensitivity.,,4,0.0,0.0,0.0,0.0,,DIL3102025-MUM,T S Nagabharna (P.O.),"Rajendra Singh, CEO, CBFC, Mumbai",A,CA011511202400252
100010292500001177,100010842400008870,WIDOWS SHADOW,Hindi,4926.0,Muted all references related to caste.,,3,0.0,0.0,0.0,0.0,,DIL3102025-MUM,T S Nagabharna (P.O.),"Rajendra Singh, CEO, CBFC, Mumbai",A,CA011511202400252
100010292500001177,100010842400008870,WIDOWS SHADOW,Hindi,4926.0,"Inserted anti-smoking or anti-tobacco static message, wherever applicable.",,2,0.0,0.0,0.0,0.0,,DIL3102025-MUM,T S Nagabharna (P.O.),"Rajendra Singh, CEO, CBFC, Mumbai",A,CA011511202400252
100010292500001177,100010842400008870,WIDOWS SHADOW,Hindi,4926.0,Modified the disclaimer as suggested along with voice over.,,1,0.0,0.0,0.0,0.0,,DIL3102025-MUM,T S Nagabharna (P.O.),"Rajendra Singh, CEO, CBFC, Mumbai",A,CA011511202400252
100010292500002167,100010842500001819,GULKAND,Marathi,8776.0,Replaced the word Sex to Tasale scene At : 13.14,,1,0.0,0.0,0.0,0.0,2025-04-23,DIL6842025-MUM,Sanjay U Jadhav (E.O.),"Rajendra Singh, CEO, CBFC, Mumbai",UA 13+,CA012603202500122
100070292500000180,100070842500000186,VRUSHABHA,Telugu,8688.0,Excise the word  Munda mopi along with subtitle text at 2.11. Carried,,5,0.0,0.0,0.0,0.0,,DIL7142025-HYD,C UMASANKAR - CHITTOOR(V.K. MOVIES),"Rahul Gowlikar, RO, CBFC, Hyderabad",UA 16+,CA071302202500044
100070292500000180,100070842500000186,VRUSHABHA,Telugu,8688.0,Excise the word Munda koru along with subtitle text at 2.06. Carried out,,4,0.0,0.0,0.0,0.0,,DIL7142025-HYD,C UMASANKAR - CHITTOOR(V.K. MOVIES),"Rahul Gowlikar, RO, CBFC, Hyderabad",UA 16+,CA071302202500044
100070292500000180,100070842500000186,VRUSHABHA,Telugu,8688.0,Excise the word Batta along with subtitle text wherever it occurs. Carried out,,3,0.0,0.0,0.0,0.0,,DIL7142025-HYD,C UMASANKAR - CHITTOOR(V.K. MOVIES),"Rahul Gowlikar, RO, CBFC, Hyderabad",UA 16+,CA071302202500044
100070292500000180,100070842500000186,VRUSHABHA,Telugu,8688.0,Excise the visuals of a muslim man performing namaz inside the temple. Excised,,2,0.0,0.0,0.0,0.0,,DIL7142025-HYD,C UMASANKAR - CHITTOOR(V.K. MOVIES),"Rahul Gowlikar, RO, CBFC, Hyderabad",UA 16+,CA071302202500044
100070292500000180,100070842500000186,VRUSHABHA,Telugu,8688.0,Correct the map of India in the introductory scene. Carried out.,,1,0.0,0.0,0.0,0.0,,DIL7142025-HYD,C UMASANKAR - CHITTOOR(V.K. MOVIES),"Rahul Gowlikar, RO, CBFC, Hyderabad",UA 16+,CA071302202500044
100010292500001233,100010842400009446,MANDAL AABHARI AAHE,Marathi,6500.0,Added the disclaimer चतरपटतल सरव पतर आण घटन कलपनक आहत. कणतयह जवत कव मत वयकतश तयच सबध नह. मसक पळसरखय महलश सबधत वषयवर समजक जणव नरमण करणयसठ ह चतरपट बनवणयत आल आह. जथ जथ धरमक सदरभ वपरल गल आह तथ त समजक परगतचय सदरभत आह. ह चतरपट सरव धरमच आण तयचय मलयच आण धरमगरथच आदर करत. कवळ मनरजनसबतच समजक सदश दण आण महल सकषमकरणल परतसहन दण ह य चतरपटच उददश आह.,,16,0.0,0.0,0.0,0.0,2025-03-11,DIL7262025-MUM,Ramesh Patange (P.O.),"Rajendra Singh, CEO, CBFC, Mumbai",UA 16+,CA010312202400123
100010292500001233,100010842400009446,MANDAL AABHARI AAHE,Marathi,6500.0,"Deleted the Visual Gandu, Madarchod and Bhenchod and all cuss word wherever it occur.",,15,7.0,0.0,0.0,7.0,2025-03-11,DIL7262025-MUM,Ramesh Patange (P.O.),"Rajendra Singh, CEO, CBFC, Mumbai",UA 16+,CA010312202400123
100010292500001233,100010842400009446,MANDAL AABHARI AAHE,Marathi,6500.0,Muted the dialogue Ling Aahe na Tula,,14,0.0,0.0,0.0,0.0,2025-03-11,DIL7262025-MUM,Ramesh Patange (P.O.),"Rajendra Singh, CEO, CBFC, Mumbai",UA 16+,CA010312202400123
100010292500001233,100010842400009446,MANDAL AABHARI AAHE,Marathi,6500.0,Deleted the reference of Om in Backgroung,,13,0.0,0.0,0.0,0.0,2025-03-11,DIL7262025-MUM,Ramesh Patange (P.O.),"Rajendra Singh, CEO, CBFC, Mumbai",UA 16+,CA010312202400123
100010292500001233,100010842400009446,MANDAL AABHARI AAHE,Marathi,6500.0,Deleted the reference of Uttar Pradeshh,,12,0.0,0.0,0.0,0.0,2025-03-11,DIL7262025-MUM,Ramesh Patange (P.O.),"Rajendra Singh, CEO, CBFC, Mumbai",UA 16+,CA010312202400123
100010292500001233,100010842400009446,MANDAL AABHARI AAHE,Marathi,6500.0,Deleted the dialogue Achhe Din wherever it occurs.,,11,21.0,0.0,0.0,21.0,2025-03-11,DIL7262025-MUM,Ramesh Patange (P.O.),"Rajendra Singh, CEO, CBFC, Mumbai",UA 16+,CA010312202400123
100010292500001233,100010842400009446,MANDAL AABHARI AAHE,Marathi,6500.0,Deleted the dialogue Gandila Pay Lavun Basta,,10,0.0,0.0,0.0,0.0,2025-03-11,DIL7262025-MUM,Ramesh Patange (P.O.),"Rajendra Singh, CEO, CBFC, Mumbai",UA 16+,CA010312202400123
100010292500001233,100010842400009446,MANDAL AABHARI AAHE,Marathi,6500.0,Submitted Reference the dialogue Vital Manje Visthe Saman,,9,0.0,0.0,0.0,0.0,2025-03-11,DIL7262025-MUM,Ramesh Patange (P.O.),"Rajendra Singh, CEO, CBFC, Mumbai",UA 16+,CA010312202400123
100010292500001233,100010842400009446,MANDAL AABHARI AAHE,Marathi,6500.0,Muted the dialogue Bastard with Subtitle,,8,0.0,0.0,0.0,0.0,2025-03-11,DIL7262025-MUM,Ramesh Patange (P.O.),"Rajendra Singh, CEO, CBFC, Mumbai",UA 16+,CA010312202400123
100010292500001233,100010842400009446,MANDAL AABHARI AAHE,Marathi,6500.0,Added The Smoking Static,,7,0.0,0.0,0.0,0.0,2025-03-11,DIL7262025-MUM,Ramesh Patange (P.O.),"Rajendra Singh, CEO, CBFC, Mumbai",UA 16+,CA010312202400123
100010292500001233,100010842400009446,MANDAL AABHARI AAHE,Marathi,6500.0,Deleted the dialogue Acid Aahe Tevdhi Laiki Nahi,,6,2.0,0.0,0.0,2.0,2025-03-11,DIL7262025-MUM,Ramesh Patange (P.O.),"Rajendra Singh, CEO, CBFC, Mumbai",UA 16+,CA010312202400123
100010292500001233,100010842400009446,MANDAL AABHARI AAHE,Marathi,6500.0,Submitted Provide the reference of Skanda Puran Stories,,5,0.0,0.0,0.0,0.0,2025-03-11,DIL7262025-MUM,Ramesh Patange (P.O.),"Rajendra Singh, CEO, CBFC, Mumbai",UA 16+,CA010312202400123
100010292500001233,100010842400009446,MANDAL AABHARI AAHE,Marathi,6500.0,Muted the word Nirodh and delete Torn Condom from the subtitle,,4,0.0,0.0,0.0,0.0,2025-03-11,DIL7262025-MUM,Ramesh Patange (P.O.),"Rajendra Singh, CEO, CBFC, Mumbai",UA 16+,CA010312202400123
100010292500001233,100010842400009446,MANDAL AABHARI AAHE,Marathi,6500.0,Muted the word Vanjh,,3,0.0,0.0,0.0,0.0,2025-03-11,DIL7262025-MUM,Ramesh Patange (P.O.),"Rajendra Singh, CEO, CBFC, Mumbai",UA 16+,CA010312202400123
100010292500001233,100010842400009446,MANDAL AABHARI AAHE,Marathi,6500.0,Deleted the dialogue Aalshi Tyat Vitalshi,,2,2.0,0.0,0.0,2.0,2025-03-11,DIL7262025-MUM,Ramesh Patange (P.O.),"Rajendra Singh, CEO, CBFC, Mumbai",UA 16+,CA010312202400123
100010292500001233,100010842400009446,MANDAL AABHARI AAHE,Marathi,6500.0,Deleted the Title - Gods bleeding women,,1,0.0,0.0,0.0,0.0,2025-03-11,DIL7262025-MUM,Ramesh Patange (P.O.),"Rajendra Singh, CEO, CBFC, Mumbai",UA 16+,CA010312202400123
100050292500000197,100050842500000198,KRIPYA DHYAAN DEIN,Hindi,6370.0,"Mute Bahanchod, Bhosdika.",,7,0.0,0.0,0.0,0.0,,DIL322025-DEL,,"MAHESH KUMAR, RO, CBFC, Delhi",A,CA052702202500040
100050292500000197,100050842500000198,KRIPYA DHYAAN DEIN,Hindi,6370.0,Insert Tobacco causes cancer.,,6,0.0,0.0,0.0,0.0,,DIL322025-DEL,,"MAHESH KUMAR, RO, CBFC, Delhi",A,CA052702202500040
100050292500000197,100050842500000198,KRIPYA DHYAAN DEIN,Hindi,6370.0,Submit complete script with lyrics.,,5,0.0,0.0,0.0,0.0,,DIL322025-DEL,,"MAHESH KUMAR, RO, CBFC, Delhi",A,CA052702202500040
100050292500000197,100050842500000198,KRIPYA DHYAAN DEIN,Hindi,6370.0,Cast-credits to be inserted in Hindi.,,4,0.0,0.0,0.0,0.0,,DIL322025-DEL,,"MAHESH KUMAR, RO, CBFC, Delhi",A,CA052702202500040
100050292500000197,100050842500000198,KRIPYA DHYAAN DEIN,Hindi,6370.0,"Brand, media etc partners to be mentioned.",,3,0.0,0.0,0.0,0.0,,DIL322025-DEL,,"MAHESH KUMAR, RO, CBFC, Delhi",A,CA052702202500040
100050292500000197,100050842500000198,KRIPYA DHYAAN DEIN,Hindi,6370.0,Replace anti-smoking disclaimer with new one.,,2,0.0,0.0,0.0,0.0,,DIL322025-DEL,,"MAHESH KUMAR, RO, CBFC, Delhi",A,CA052702202500040
100050292500000197,100050842500000198,KRIPYA DHYAAN DEIN,Hindi,6370.0,10 sec for CBFC Certificate.,,1,0.0,10.0,0.0,10.0,,DIL322025-DEL,,"MAHESH KUMAR, RO, CBFC, Delhi",A,CA052702202500040
100070292500000210,100070842400001289,"""VISWAM""",Kannada,9340.0,"Submit the excisionsmodifications as per original certificate at Sl nos.3,4,6,8,11,12,14,15,16,17 (submitted)",,1,0.0,0.0,0.0,0.0,2025-03-13,VIL6362025-HYD,"VENU BHUSHAN DONEPUDI - HYDERABAD(CHITRALAYAM ENTERTAINMENT LLP), TUMBALAM GOOTY VISHWAPRASAD - KURNOOL(PEOPLE MEDIA FACTORY LLP), KUCHIBHOTLA SUBRAHMANYA VIVEKANANDA - HYDERABAD(PEOPLE MEDIA FACTORY LLP)","Rahul Gowlikar, RO, CBFC, Hyderabad",UA 13+,CA070512202400060
100070292500000213,100070842400001288,"""VISWAM""",Malayalam,9340.0,Excise the word Bastard along with subtitle text at 2.23.00 (excised),,3,0.0,0.0,0.0,0.0,2025-03-17,VIL6372025-HYD,"VENU BHUSHAN DONEPUDI - HYDERABAD(CHITRALAYAM ENTERTAINMENT LLP), TUMBALAM GOOTY VISHWAPRASAD - KURNOOL(PEOPLE MEDIA FACTORY LLP), KUCHIBHOTLA SUBRAHMANYA VIVEKANANDA - HYDERABAD(PEOPLE MEDIA FACTORY LLP)","Rahul Gowlikar, RO, CBFC, Hyderabad",UA 13+,CA070512202400056
100070292500000213,100070842400001288,"""VISWAM""",Malayalam,9340.0,Excise the word Kundi along with subtitle text at 1.28.00 (excised),,2,0.0,0.0,0.0,0.0,2025-03-17,VIL6372025-HYD,"VENU BHUSHAN DONEPUDI - HYDERABAD(CHITRALAYAM ENTERTAINMENT LLP), TUMBALAM GOOTY VISHWAPRASAD - KURNOOL(PEOPLE MEDIA FACTORY LLP), KUCHIBHOTLA SUBRAHMANYA VIVEKANANDA - HYDERABAD(PEOPLE MEDIA FACTORY LLP)","Rahul Gowlikar, RO, CBFC, Hyderabad",UA 13+,CA070512202400056
100070292500000213,100070842400001288,"""VISWAM""",Malayalam,9340.0,"ExcisionsModifications as per original certificate at sl nos 5,6,7,8,9,12,14,15,16 not carried out. Submit excisions and modifications as per original certificate.(submitted)",,1,0.0,0.0,0.0,0.0,2025-03-17,VIL6372025-HYD,"VENU BHUSHAN DONEPUDI - HYDERABAD(CHITRALAYAM ENTERTAINMENT LLP), TUMBALAM GOOTY VISHWAPRASAD - KURNOOL(PEOPLE MEDIA FACTORY LLP), KUCHIBHOTLA SUBRAHMANYA VIVEKANANDA - HYDERABAD(PEOPLE MEDIA FACTORY LLP)","Rahul Gowlikar, RO, CBFC, Hyderabad",UA 13+,CA070512202400056
100070292500000226,100070842400001287,"""VISWAM""",Tamil,9340.0,Excise the words Bastard at 2.23.and Psyco 2.13.20 Muted,,7,0.0,0.0,0.0,0.0,2025-03-20,VIL6392025-HYD,"VENU BHUSHAN DONEPUDI - HYDERABAD(CHITRALAYAM ENTERTAINMENT LLP), TUMBALAM GOOTY VISHWAPRASAD - KURNOOL(PEOPLE MEDIA FACTORY LLP), KUCHIBHOTLA SUBRAHMANYA VIVEKANANDA - HYDERABAD(PEOPLE MEDIA FACTORY LLP)","Rahul Gowlikar, RO, CBFC, Hyderabad",UA 13+,CA070512202400045
100070292500000226,100070842400001287,"""VISWAM""",Tamil,9340.0,ExciseMute the name of My home Rameshwar Rao. Muted,,6,0.0,0.0,0.0,0.0,2025-03-20,VIL6392025-HYD,"VENU BHUSHAN DONEPUDI - HYDERABAD(CHITRALAYAM ENTERTAINMENT LLP), TUMBALAM GOOTY VISHWAPRASAD - KURNOOL(PEOPLE MEDIA FACTORY LLP), KUCHIBHOTLA SUBRAHMANYA VIVEKANANDA - HYDERABAD(PEOPLE MEDIA FACTORY LLP)","Rahul Gowlikar, RO, CBFC, Hyderabad",UA 13+,CA070512202400045
